arm,time_s,target_timestamp_ns,source_timestamp_ns,source_index,age_ms,fx,fy,fz,tx,ty,tz
left,0.2,1787652110821508096,1787652110817235662,157,4.272434,29.27338899106741,12.174162847161304,73.9706047865074,-0.15262585625955932,4.273217675954854,-0.8399396832157939
left,0.21,1787652110831508096,1787652110827185482,164,4.322614,28.890709793194592,12.42405267289055,74.00327051534441,-0.14969214841608522,4.255985130501612,-0.8465554243198733
left,0.22,1787652110841508096,1787652110836884186,172,4.62391,28.952725125241717,12.334597394656987,73.98040234113805,-0.14722422870822782,4.257887077962292,-0.8406940600317914
left,0.23,1787652110851508096,1787652110846944837,180,4.563259,29.160671373908492,12.36428558335772,73.65307257773794,-0.14855734418229183,4.260820911173361,-0.841507893870136
left,0.24,1787652110861508096,1787652110857112101,188,4.395995,29.4803082599725,12.45499945340594,73.69692931958448,-0.1514171018773708,4.2750791441401645,-0.8464459536036044
left,0.25,1787652110871508096,1787652110867234476,199,4.27362,29.33258825447989,12.433960505806283,73.97229222270077,-0.15297805512676882,4.274464875148233,-0.8490229825249822
left,0.26,1787652110881508096,1787652110877223385,204,4.284711,29.36742792455543,12.062782278115636,73.9369880430711,-0.14838694087277493,4.271650609556262,-0.8419292343954011
left,0.27,1787652110891508096,1787652110887090488,215,4.417608,29.014019349457705,12.102977611914014,73.86436983270411,-0.14791665773281198,4.252844421916703,-0.8406428477821796
left,0.28,1787652110901508096,1787652110897613218,220,3.894878,29.388292404660508,12.179300324278403,73.91543633528242,-0.1503996920644199,4.268783046545067,-0.842689753525031
left,0.29,1787652110911508096,1787652110906935418,229,4.572678,29.073913162319233,12.154447741639935,73.93429450887017,-0.15084664501785072,4.251113002708293,-0.8458351098554296
left,0.3,1787652110921508096,1787652110917315645,236,4.192451,29.445406336916072,12.212005628304519,73.93579729227454,-0.15223529334794655,4.272823225408873,-0.8467009822612117
left,0.31,1787652110931508096,1787652110927701446,244,3.80665,29.38343620801117,12.228602971661406,73.96636922975176,-0.15418226740050456,4.266888606893871,-0.8435619468728931
left,0.32,1787652110941508096,1787652110936959807,254,4.548289,29.334981220289354,12.211550393692614,73.89099986420554,-0.15270575213787313,4.265206721832068,-0.843716618399016
left,0.33,1787652110951508096,1787652110947137618,260,4.370478,28.998936399852756,12.561858039332222,73.56197318573284,-0.1478003477918062,4.246318841372586,-0.8519368629759151
left,0.34,1787652110961508096,1787652110956988077,268,4.520019,28.944578627540405,12.190136450895622,73.88224963363133,-0.15213100687497746,4.249269587103213,-0.8439326499463047
left,0.35,1787652110971508096,1787652110967502018,276,4.006078,29.003171617455557,12.197729981781496,73.92660216818705,-0.1546963667749795,4.249000922359119,-0.8433387917564584
left,0.36,1787652110981508096,1787652110977117091,285,4.391005,29.144014281360143,12.061403237413094,73.59725009118836,-0.15543988308096005,4.251371060360042,-0.839009222602239
left,0.37,1787652110991508096,1787652110987030755,293,4.477341,29.12877315263527,12.078241112666415,73.62121135566842,-0.15033181863250716,4.25391959736425,-0.8360226744899963
left,0.38,1787652111001508096,1787652110997589341,300,3.918755,29.45763485523911,12.495598265219687,73.70503972170343,-0.148247751744025,4.270248851475145,-0.8450379569054915
left,0.39,1787652111011508096,1787652111006947250,311,4.560846,29.41126494169254,12.100813016384615,73.7222626990861,-0.14919310035845953,4.265844642602437,-0.8384526179950207
left,0.4,1787652111021508096,1787652111017103573,319,4.404523,28.915705249855353,12.12435062923235,73.93689689123052,-0.1524499819602947,4.2490312402198,-0.841720903786373
left,0.41,1787652111031508096,1787652111027073074,325,4.435022,29.32951374766202,12.22321680558517,73.99049332815241,-0.15594796696514146,4.266419740366434,-0.8417263647625305
left,0.42,1787652111041508096,1787652111037064036,332,4.44406,29.2798469675358,12.565041997059307,73.91259838648594,-0.1564985175239228,4.271814340573845,-0.8505465944962105
left,0.43,1787652111051508096,1787652111047383404,341,4.124692,29.046927634548858,12.51275503780461,73.59833705001923,-0.1562009662344968,4.25813944190979,-0.8497812241338737
left,0.44,1787652111061508096,1787652111056907959,349,4.600137,29.022798198802708,12.515204849432324,74.00269099187318,-0.15090649308536563,4.261203756410828,-0.8478505619967587
left,0.45,1787652111071508096,1787652111067018878,356,4.489218,29.14122282097728,12.506753964813578,73.72910491075369,-0.14896913087230454,4.265782662810226,-0.8467122319851133
left,0.46,1787652111081508096,1787652111076950761,365,4.557335,29.234258046210588,12.49507881598676,73.81218468992738,-0.1519024819526636,4.264061812149543,-0.8485995835076495
